Tweet	Task A 	Task B	Task C
#Rapist to be hanged at any cost. https://t.co/rR267GTYZz	HOF	HATE	UNT
@Newsweek This is so much bullshit, that I laughed out loud! This motherfucker has treated the Oval and taxpayers, like an ATM! He’s violated the Emoluments Clause, REPEATEDLY! It’s the only financial endeavor that didn’t end in bankruptcy. It will end with a prison term though. #FuckTrump https://t.co/pVBXVGiBN0	HOF	HATE	TIN
Wow! So you really did drink that Kool-aid . I guess there is no cure for stupid, though. #TrumpIsATraitor #TrumpsWorseThanNixon #TrumpCrimeSyndicate https://t.co/Tgf0rqECKm	HOF	HATE	TIN
I dont support any kind of Mob Violence, Doctors deserve safety and protection.     But the way BJP leaders and Sanghi trolls have communalized Bengal doctor issue and AIMA went on strike, It is important to expose their hypocrisy.   #DoctorsFightBack     THREAD 👇 Read it     1/n	HOF	HATE	TIN
I know weather Gods no one can control...but better planning should have been there #ShameOnICC #CWC19 ... also there was a hue n cry for India playing Pakistan earlier... no one officially commented ... But God may do his bit !	HOF	HATE	TIN
@FaceTheNation @SenTomCotton Can you ask him why were giving welfare to farmers when there are plenty of jobs, and while they are receiving their socialism Russia is making money hand over fist selling their crops to China #TrumpIsATraitor and so are you	HOF	HATE	TIN
Dear @narendramodi @PMOIndia @myogiadityanath Sir,    We request please legal pre sex determination as govt. Is unable to control these bastards #rapist  #murderers so we don't want our child as girl when you will be able to control these we would be happy to born #goddesslaxmi..	HOF	HATE	TIN
@JohnnyMercerUK Here’s one of your lot telling us about the lying incompetent homophobic racist #BorisJohnson #BorisJohnsonShouldNotBePM https://t.co/GxihTd9B0U	HOF	OFFN	TIN
@tolits0118 Thank you, Vietnam! But unfortunately, .@RRD_Davao and his cohorts have been paid off by China to the detriment of the Filipino people. #TraitorDuterte #BoycottChina	HOF	HATE	TIN
#IndiaVsPakistan is a one sided affair all the time. The hype gets created by #TerroristNationPakistan The fact is, #PakistanCricket, #PakistanArmy or #PakistanEconomy is no match for #India #IndianCricketTeam proved it today. #FathersDay slap from a real father!! #INDvPAK	HOF	HATE	TIN
@itsJeffTiedrich @realDonaldTrump PRESIDENTIAL HARASSMENT:   @realDonaldTrump asking @BarackObama for his birth certificate for YEARS !!! while hiding his own #taxreturns     #Resistance #LockThemAllUp #FuckTrump #ComplicitGOP #Resist      https://t.co/lF2am3njsh	HOF	OFFN	TIN
The Pentagon didn't have 'the courage' to tell you about how they're ramping up cyber operations on your boss man, Putin. They refused tell you anything about it because they knew you'd stop it. #TrumpIsATraitor https://t.co/FistCgjXib	HOF	HATE	TIN
Listen 'de Pfeffel': Ireland will not allow the 'backstop' clause to be dropped because doing so would be as big a threat to the country as Britain leaving without a deal, Leo Varadkar has said this morning.. https://t.co/CEQkoDxjoe #BorisJohnsonShouldNotBePM #BollockstoBrexit https://t.co/XouKftHf2b	NOT	NONE	NONE
If you're the kind of person with a vanity plate that says 'TED TLK' on your Tesla, then you're probably the kind of person I would enjoy running over in my 15 year old Hyundai. #douchebag	HOF	HATE	UNT
They heal, operate, diagnose  We consider them a part of the second God cosmos  This is so appalling, shameful and gross  We need to bring this violence to a close    #SaveBengal  #DoctorsFightBack  #standwithdoctors	HOF	HATE	UNT
#DoctorsFightBack #SaveBengal Among all this no one is bothered or talking about why on every big or small incident invovling a muslim, a mob of 2-300 MUSLIMS assemble &amp; breaks the law at will? #MajorityIsNotSafe in India. @BJP4India @AmitShah @PMOIndia @rammadhavbjp @Swamy39	NOT	NONE	NONE
@wvjoe911 What in the HELL is WRONG with #Alabama? State law FORCES #Rape #Victim to allow #ParentalRights to #RAPIST? F,,,ing SICK! #BoycottAlabama till this CHANGES! https://t.co/n3jTBGz8RC	HOF	OFFN	TIN
Do NOT question our humanity.I dare you @abpanandatv @Zee24Ghanta to broadcast this,though,of course,you won't. They are Indradeep, Amresh&amp;Chinmay of final year(4th year). #Savethedoctors #SaveTheSaviours #DoctorsFightBack @republic	HOF	HATE	TIN
The secret behind the game. #IndiaVsPakistan #terroristNationPakistan https://t.co/wwMk8Un90Z	NOT	NONE	NONE
Dear @ICC    You should have reserve days for WC matches. It's a WC match not u'r regular 1dy matches. It comes after 4 year. So u should be more vigilant while choosing venues.   You should apologise from every cricket fans for this mess.    #ShameOnICC https://t.co/p5Frn4DZij	HOF	HATE	TIN
@pam_brundige @hiphoplaflare96 @DRBrownoff @TimBurns88 @gretagarbled @JudithLOsborne @HarryWho142 @NoFascismMarch @suzsarg @PbbResists @famdocparker1 @arcanegoat @irwin_vet @UUntrump @nlfisker @BecPonder @janahayden48 @WendyTSRQ #JohnMcCainDay #ImpeachmentInquiryNow because #TrumpIsATraitor	NOT	NONE	NONE
#ShameOnICC  If such situation happens in India then whole world will blame us for our management,but currently it is in England so no one is saying anything. Guys We need to make these hashtag trend so that they can realise there worst management and wrong decision on M.S Dhoni.	HOF	HATE	TIN
Brexit #Brexit Boris Johnson #borisjohnson #BorisJohnsonShouldNotBePM #Boris https://t.co/UHu4l8MzH8	NOT	NONE	NONE
#ShameOnICC What a fixtures for England?🙄 All of there matches are happening in sunlight conditions where is the bloody rain now🤔दाल में कुछ काला है	HOF	HATE	TIN
When will you @PMOIndia / @narendramodi stand up for Doctor community - they work without thinking of patients religion / caste tirelessly (like you they practice sabka Vikas...) shame on you @MamataOfficial ! #DoctorsFightBack	HOF	HATE	TIN
@funder Trump’s gaslighting us once again and he’s lying as usual, so what else is new!! #TrumpsGottaGo #TrumpIsATraitor	HOF	HATE	TIN
@Newsweek We know the real #trump too, and America can't survive four more years. #FuckTrump #FuckNewsweek #TrumpConcentrationCamps #TrumpIsATraitor #TrumpCriminalInvestigations #TrumpsAnInternationalDisgrace #TrumpResignNow	HOF	OFFN	TIN
@RepMarkMeadows @realDonaldTrump Kiss harder Mark and you might get a job in with the other jokers in the cabinet.    #LockTrumpUp  #ImpeachmentInquiryNow   #ImpeachTrump   #ImpeachBarr   #ImpeachMnuchin  #TrumpIsATraitor	HOF	HATE	TIN
@MedCrisis Not only in Kolkata my friend. Take a look at #SudanUprising where #Janjaweed are raping, killing and throwing doctors in the river! #DoctorsFightBack #HumanRights #SudanMassacres #Blueforsudan	HOF	OFFN	UNT
#TrumpIsATraitor. Retweet if you agree.	NOT	NONE	NONE
@TrueFactsStated Says he's sick of having sodomy shoved down his throat, 😅😅😅 That's not how sodomy works man. Freudian slip I'm guessing. #Atheists #Alabama #fucktrump	HOF	HATE	TIN
Dear .@realDonaldTrump This is in a village in #Vermont We came together on a beautiful June day when we had 1000 more enjoyable things to do because we know how important it is #ImpeachTrumpNow We are tired of all the winning. #TrumpIsATraitor #TrumpIsNotAboveTheLaw https://t.co/omuQoCPDec	HOF	HATE	TIN
#DoctorsProtest #DoctorsFightBack #doctors_against_assualt Do you think Mamata Banerjee should resign as CM of West Bengal as she has failed to protect the doctors. Or President Rule should be imposed #SaveBengal RT = AGREE Like=President Rule	HOF	HATE	TIN
Because cats are pussy. Not one set of nuts among them lol #Repost #straightup #phuckyocouch #phuckyofeelings #killyourself #dietwice #douchebag #twatwaffle #dicknozzle #asshat #phuckboy #kickrocks #foh #frfr… https://t.co/u7U64bg00G	NOT	NONE	NONE
Who's that on the left looking like a cross between Jimmy Sa'vile and a chimpanzee playing with its knob?  Why it's possibly the future PM.  #BorisJohnson #BorisJohnsonShouldNotBePM https://t.co/KrRK9wnQ4s	HOF	HATE	TIN
A nation more concerned about the Dhoni gloves than an entire missing plane.#DhoniKeepsTheGlove #AN32	HOF	HATE	UNT
Cmon Matty, you’ve been chatty on twitter lately. Tell me how corporate tax cuts will put money in my prospective customers pockets champ! #dickhead @MathiasCormann https://t.co/Ku4jgvABmf	HOF	HATE	TIN
“I'm not upset that you lied to me, I'm upset that from now on I can't believe you.” (Friedrich Nietzsche)    And that goes for the rest of us, #BorisJohnson #BorisJohnsonShouldNotBePM https://t.co/rjwgSVrXKH	HOF	HATE	UNT
I still can't fathom why the charismatic communicator @BorisJohnson hasn't yet taken the opportunity to have a grown-up debate in public? He did so well here against @Ed_Miliband on #Marr in 2015. #BorisJohnsonShouldNotBePM https://t.co/wpUDkLNCHI 👇	HOF	HATE	TIN
Call themselves the most developed country in the world.  Call Cricket as the national sport of the country.  Yet can't cover the grounds during rains in the biggest cricket tournament in the world!  What a great choice for #CWC19 venue, London! @ICC      #ShameOnICC #INDvPAK #PAKvIND https://t.co/SRE8KLzBLi	HOF	HATE	UNT
@shannonrwatts @LAPDHQ @MayorOfLA @LAPDChiefMoore cops are out of control, they need mental evaluations a deranged coward shouldn't be carrying a gun. #Enough #murderer #disgrace	HOF	HATE	TIN
@TheRealOJ32 Getting even? I think you already did that. #Murderer #TheRealKillers https://t.co/jwMBXVPv0w	NOT	NONE	NONE
Humble request to all the people of our country, to support us, the Doctor/medical community, against this injustice!! #DoctorsFightBack #JeeneDo #StopViolenceAgainstDoctors #IstandwithNRS #DoctorsUnderOppression #MamataLosingControl #DoctorsStrike #nrsmch https://t.co/AsX7KwZrIN	NOT	NONE	NONE
My new @PopSockets came today 😚😊😁 🖕🖕Trump #FuckTrump https://t.co/HT6B6OJhIK	HOF	HATE	TIN
2)    Oh, roasting in torture camps along border are mothers with kids. CHAIN LINK DOG RUNS. No shade,no blankets, no food.     Stephen Miller &amp; Trumputin and Nazi ghosts are gleeful re: concentration camps.     They deserve 2b sent to the Hague.   Only path to redeem USA.   #FuckTrump	HOF	OFFN	TIN
@LongBeachPost I still don’t understand how this #murderer was arrested so peacefully! Had it been,,,,,, never mind! Rest In Peace officer #respect	HOF	HATE	TIN
@SportsCenter Fuck @Drake, love @raptors and @Canada #NBAFinals #douchebag	HOF	HATE	TIN
The Federal Election Commission chair's warning was clear: It's illegal to accept information of value during U.S. elections from foreign governments. https://t.co/2epJMHts6h # via @HuffPostPol please take out #trumptrash! #TrumpIsATraitor #fuckTrump	NOT	NONE	NONE
Oh, but ol' Uncle Col just had to STEAL Michael's ESTATE so he could 'save it all for Tiger,' right???    #nonsense #liar #ColinDiamond #thief #murderer? #mafia #FollowTheMoney #MichaelHutchence #Mystify #INXS #TigerLilyHutchence #TigerHutchenceGeldof https://t.co/7Qj4ye0yAU	HOF	HATE	TIN
Mamata is doing wrong. But Bjp's reaction is hypocritical. Doctors beaten in Bjp ruled states &amp; Bjp leaders assaulted doctors. Where was @IMAIndiaOrg then? Here is the list. For more, read FB post: https://t.co/h9x8OqtKez Cc: @saileenas @IndianPrism @KilaFateh #DoctorsFightBack https://t.co/plvXUnUulc	HOF	HATE	TIN
@IngrahamAngle @FoxNews Love how poles always favor the messengers? #IdiotInChief #LoserTrump #LoserInChief #IdiotTrump @CNN @MSNBC @andersoncooper @ABC	NOT	NONE	NONE
Seen at the Rally yesterday.     Translation : Why should we leave hostel? Is it your party office? In order to enter into this hostel, one needs to clear NEET exam, and you don't have such capability.    #SaveTheDoctors #SaveTheSaviours #DoctorsFightBack https://t.co/gqYMf8CfTe	HOF	HATE	UNT
@AlexandraChalup They are correct not to trust him. #TrumpIsATraitor	HOF	HATE	TIN
The massive crowd of doctors protesting against CM @MamataOfficial in Kolkata The Suppression and atrocities of @MamataOfficial govt has reached its peak and people of West Bengal will no more tolerate it #SaveBengal #FridayMotivation #DoctorsFightBack https://t.co/kHgWXheFcK	HOF	HATE	TIN
Please sign my name to the card and a small message saying #fucktrump! https://t.co/Dyr18ufXOR	HOF	HATE	TIN
@realDonaldTrump Get some balls that will drop you little  Microdick.  #TrumpTantrum  #McConnellChaoCorruption  #ResignOrBeImpeached  #FathersDay  not for trump when it's  #JohnMcCainDay #June16 #TrumpForPrison  #TrumpForPrison2020  #trump is a lifetime #Traitor  #TrumpIsATraitor   #TrumpTreason   #TrumpLies https://t.co/Hm4K8b2ST9	HOF	HATE	TIN
trumps birthday is tomorrow how many times do you think we can all tweet #fucktrump in one day	HOF	HATE	TIN
I’ve never seen a president in my lifetime trash Americans but love thine enemies; but you !!!  #TrumpIsATraitor #TrumpLies https://t.co/pYAsrmVUQr	HOF	HATE	TIN
@realDonaldTrump You and the @GOP are the enemy of the people! All COWARDS! #MoronInChief #IdiotInChief #IdiotTrump #TreasonousTrump #DerangedDonald #DerangedDonnie	HOF	OFFN	TIN
Dear @ICC Focus on umpiring skills rather than @msdhoni gloves @BCCI #supportdhoni #MSD #DhoniKeepsTheGlove https://t.co/Y2H6BdJla7	HOF	HATE	TIN
@DanteAtkins @livegreenordie Good. Give him fake briefings. Tell him things, he won't know the difference... #TrumpIsATraitor	HOF	HATE	TIN
#bullshitboris lets get this trending #borisjohnson #BorisJohnsonShouldNotBePM https://t.co/dxSB3JDP4c	HOF	HATE	TIN
@ICC @Nissan This world cup 19 should be ban !! 😡😡 Rain rain rain motherfuckerr ICC Shift this world to another country or ban this world cup 19 😡😡 #ShameOnICC 😡😡	HOF	HATE	TIN
We all are proud of @msdhoni for using Balidaan badge over his glove. How can #ICC take objection against this! When you allow big commercial brands logo but not National pride ? Its utter nonsense. #DhoniKeepsTheGlove #BCCI	HOF	HATE	TIN
@realDonaldTrump Amongst Trump University Alumni.   #FuckTrump	HOF	HATE	TIN
Well it's trending and I didn't want to miss out, shame on you Icc for worst venue. #INDvNZ #BCCI #ShameOnICC #ICCCricketWorldCup2019 #CWC19 #ENGvWI @ECB_cricket	HOF	HATE	TIN
In a #FuckTrump kind of mood again! 😜 https://t.co/s98a0GAygh	HOF	OFFN	TIN
This picture tells everything  How @BCCI takes care of ground   How @ICC takes care of ground And remember it @ICC is head of all cricketing nations   #ShameOnICC https://t.co/WXuiwBRZhO	NOT	NONE	NONE
Trump stood up for Kim Jong Un after his torture and murder of American Otto Warmbier. That tells you everything you need to know about Trump. #TrumpIsATraitor	HOF	HATE	TIN
@realDonaldTrump All those polls were true. Hillary was a head of u the entire time. By those % too. The problem is the EC decided ignore our votes and choose u anyway. NVM all the Russian hacking of the election and voting machines.   #traitortrump   #TrumpCrimeFamily   #TrumpIsATraitor	HOF	HATE	TIN
@Braddock512 @EA ugh. Block. #douchebag	HOF	HATE	TIN
#ToryLeadership #BorisJohnsonShouldNotBePM or should he? Sajid Javid sorry mate you don't fit in ... didn't go to Eton! Back to the Gnome Office for you! https://t.co/vPMKpsi1YA	NOT	NONE	NONE
Prisoner Number A9947CR, Letters From A Paedophile. Letter dated 05-08-2013, find more on our website, link below. #paedophile #paedo #pedo #rapist #rapists #rape #sexoffender #criminal #offender #jailmail #convict #crime #LFAP #insidetime #letters https://t.co/7v06v8edie https://t.co/36nbCYL6ME	HOF	OFFN	UNT
@Cliff_Sims Hey, #douchebag -- you do realize that whole 'platform/publisher' dichotomy is a lie.  What you and your fellow alt-righties like to call 'fake news' (except for the fact that what you clowns call fake news is true).    https://t.co/TLrTWhtNQd	HOF	HATE	TIN
Female trump supporters get with the damn program! #FuckTrump Have some damn self respect! Stop voting against yourself! https://t.co/Nv4aUojNEF	HOF	HATE	UNT
Because #TrumpIsATraitor and can not be trusted by this country! @senatemajldr you have allowed this to continue and you will be held accountable #VoteBlueToSaveAmerica https://t.co/gbw5z1upx8	HOF	HATE	TIN
Icc have a objection on gloves but not this Pakistani show if you agree,  Retweet this as much as you can #PAKvSL     #doublestanders  #DhoniKeepsTheGlove https://t.co/ugQgLhHRS6	HOF	HATE	TIN
@realDonaldTrump MSB(#Murderer) is snapping his fingers at you. https://t.co/xdQVnCWQSA	HOF	HATE	TIN
Never forget who you are dealing with #putler #murderer Vladimir Putin &amp; 1999 Russian Apartment-House Bombings -- Was Putin Responsible? | National Review ⁦@McFaul⁩  https://t.co/wfe18GKoBP	NOT	NONE	NONE
I was asleep and you are a dickhead. #dickhead https://t.co/TPnMK08EXf	HOF	HATE	TIN
Have you never been to a doctor? Do you not know even ONE ? Does it embarrass you that we're not a matter as hyped up as #PrayForParis? Or are you just violent &amp; sick enough to believe that doctors deserve what they get? You should be ashamed. #DoctorsFightBack #IstandwithNRS	HOF	OFFN	UNT
Why the f**k does Lucie need to change herself for a bloke?? If he really likes her he wouldn’t want to change her #douchebag  #LoveIsland https://t.co/ITCbDFdlQY	HOF	HATE	UNT
